PassengerId,Survived,Probability
892,0,0.1054459121596993
893,0,0.37868508959001795
894,0,0.0878371610496236
895,0,0.10463535208074987
896,1,0.5808879183310033
897,0,0.1582074696740597
898,1,0.6839607871900555
899,0,0.15454405372613297
900,1,0.7852313232201055
901,0,0.07054716523294133
902,0,0.10095127855766445
903,0,0.23528352472561495
904,1,0.94944211340116
905,0,0.04991039128082179
906,1,0.6764923527779729
907,1,0.8322984221925919
908,0,0.20644099523673928
909,0,0.1736196517697604
910,1,0.5587538424705936
911,1,0.5781286331173074
912,0,0.20837691805622982
913,0,0.16379010946695177
914,1,0.9046300352513694
915,1,0.539812583998398
916,1,0.9576101860789921
917,0,0.0350110745010925
918,1,0.9706383661506672
919,0,0.16593642851430793
920,0,0.41309547979856054
921,0,0.07805368280426465
922,0,0.07771193519753877
923,0,0.13420746078696288
924,0,0.4634843567964585
925,1,0.5122270677472885
926,0,0.3487370804838509
927,0,0.1870479427836356
928,1,0.636817490520517
929,1,0.693996225050144
930,0,0.112034844100854
931,0,0.12366471092413554
932,0,0.09135538393249323
933,1,0.5256578031227698
934,0,0.06541243782512284
935,1,0.7859515921449455
936,1,0.8801091648142482
937,0,0.11130019845805642
938,0,0.46877339704430715
939,0,0.12985284697303429
940,1,0.9085781468724942
941,1,0.5209599891217608
942,1,0.5110377170846663
943,0,0.27827978156431826
944,1,0.7061546612950121
945,1,0.8257447766962376
946,0,0.2715469502324289
947,0,0.06271502271916408
948,0,0.08009104717820606
949,0,0.11076984796521515
950,0,0.07520530001508778
951,1,0.9827688527523297
952,0,0.14345200083208404
953,0,0.17987469813260862
954,0,0.13896178427225608
955,1,0.7433093501053886
956,1,0.8010280316227744
957,1,0.803923490870673
958,1,0.7701827975376303
959,0,0.24269820620875981
960,1,0.5934599723327691
961,1,0.7091693247590026
962,1,0.7292200872663648
963,0,0.12649757001077172
964,1,0.6282333628859257
965,1,0.6142727055830158
966,1,0.9789746728201619
967,1,0.7656819442755723
968,0,0.10101710515537782
969,1,0.889174880275247
970,0,0.19048547827367077
971,1,0.7292200872663648
972,0,0.18993135227107788
973,0,0.3190925780974333
974,0,0.21623434283338663
975,0,0.10095127855766445
976,0,0.2497733648980905
977,0,0.10509668189150116
978,1,0.7072868694525694
979,1,0.716064363640868
980,1,0.6995784496572942
981,0,0.2983134353902261
982,1,0.6096696667201232
983,0,0.10089973672327665
984,1,0.716568063194566
985,0,0.10101710515537782
986,0,0.489944910881618
987,0,0.11124012158699777
988,0,0.38396881893362605
989,0,0.09771226282888247
990,1,0.7008634302785521
991,0,0.08566939460918715
992,1,0.9209252037726078
993,0,0.16274752845852397
994,0,0.12985284697303429
995,0,0.1076879447549361
996,1,0.7113622549164569
997,0,0.1073681596835072
998,0,0.1614449305075564
999,0,0.12985284697303429
1000,0,0.1013003541162038
1001,0,0.4002919534694832
1002,0,0.18819605902878925
1003,1,0.6996073055677834
1004,1,0.9506819505344296
1005,1,0.7664493079592014
1006,1,0.8942572876551771
1007,0,0.14450203590307645
1008,0,0.13963768570124444
1009,0,0.4949951817219974
1010,1,0.602567604327113
1011,1,0.7382586078218809
1012,1,0.877377269651608
1013,0,0.09419229249504975
1014,1,0.9402847031897602
1015,0,0.10067600586020815
1016,0,0.12985284697303429
1017,1,0.7083320584474608
1018,0,0.12248531831008341
1019,1,0.5487739484966419
1020,0,0.13204551674393217
1021,0,0.11500603698341466
1022,0,0.08855946606891517
1023,0,0.39616560589293676
1024,1,0.5487903951024209
1025,0,0.10160375832570075
1026,0,0.06111896796756047
1027,0,0.11491236364066615
1028,0,0.1467799679970564
1029,0,0.21391590554541667
1030,1,0.6777170630838101
1031,0,0.030113919200114306
1032,0,0.3471639977955037
1033,1,0.9328722619510715
1034,0,0.47439806318894834
1035,0,0.2119782779662546
1036,0,0.2629387768695044
1037,0,0.034492703484623
1038,0,0.2659053414461675
1039,0,0.1226138488292624
1040,0,0.37240176320930996
1041,0,0.13483350337680428
1042,1,0.9774267965495216
1043,0,0.1404635334928246
1044,0,0.03432158365906217
1045,1,0.5165970610932846
1046,0,0.03917220517479205
1047,0,0.11476696198933545
1048,1,0.9766133476769446
1049,1,0.6775159382115375
1050,0,0.39984730696042176
1051,1,0.6076254810955255
1052,1,0.6995619457373131
1053,0,0.18440239880566384
1054,1,0.8097554638568215
1055,0,0.10056962227450988
1056,0,0.13626692887102057
1057,1,0.556465273644515
1058,0,0.46597324785942285
1059,0,0.06629499732119196
1060,1,0.9312713130992375
