PassengerId,Survived,Probability
892,0,0.05238071476059847
893,1,0.5355615737013772
894,0,0.4217893507579619
895,1,0.567029558651781
896,1,0.5883944565561013
897,0,0.07159066208615762
898,0,0.13669219756364695
899,0,0.10381282391105384
900,1,0.9761725022761399
901,0,0.07509737997632573
902,0,0.058822714992069515
903,0,0.03678158750170773
904,1,0.9826274767970131
905,0,0.2000447308601549
906,1,0.9894130854117074
907,1,0.9844160944664706
908,0,0.06912177567295778
909,1,0.5793769604443232
910,1,0.8507926991016832
911,1,0.7590421631535511
912,0,0.053783454045595064
913,0,0.4540066357363209
914,1,0.9856974137937712
915,0,0.047161721749260144
916,1,0.9894130854117074
917,0,0.029986179625928817
918,1,0.9845209484897448
919,1,0.5793769604443232
920,0,0.25138838125967317
921,0,0.12534574336827106
922,0,0.03667442570652922
923,0,0.09133460045935254
924,1,0.9283274323347387
925,0,0.036587413871349964
926,0,0.42317489525520796
927,0,0.255084964368446
928,0,0.0993385768214624
929,0,0.08426554769574536
930,0,0.07665801832399985
931,0,0.27345864422509986
932,0,0.07595893030697155
933,0,0.2719236919933409
934,0,0.0668395066947435
935,1,0.9842295310350376
936,1,0.9878161625144343
937,0,0.1104873627825062
938,0,0.13751515491854593
939,0,0.12360955104615037
940,1,0.9894130854117074
941,1,0.9453770128471203
942,0,0.12780222058578575
943,0,0.14037458408380238
944,1,0.9892424622628087
945,1,0.9885825308366563
946,0,0.08452754993736544
947,0,0.03645162874335171
948,0,0.042287898175842546
949,0,0.07529368299226687
950,0,0.08061235563769305
951,1,0.9875325276879809
952,0,0.036319518002675646
953,0,0.24834228329652563
954,0,0.04831290275065468
955,1,0.9529676102922672
956,0,0.4301377712281417
957,0,0.4987787304660035
958,0,0.25515995583045215
959,0,0.027236079259009196
960,0,0.279968728001131
961,1,0.9894130854117074
962,0,0.3200965562773302
963,0,0.050165918259905566
964,1,0.8144203109194372
965,0,0.2719236919933409
966,1,0.9875325276879809
967,0,0.24575485610858372
968,0,0.07565855821139462
969,1,0.9908366275319432
970,0,0.11007174337758395
971,0,0.3200965562773302
972,1,0.9601978251928204
973,0,0.04333756772087535
974,0,0.03678158750170773
975,0,0.058822714992069515
976,0,0.10403830609299296
977,0,0.08061235563769305
978,1,0.9138135527283673
979,1,0.7058029254123508
980,1,0.7239502892810926
981,1,0.9602025469217286
982,1,0.5883944565561013
983,0,0.13695437759094803
984,1,0.9599166887833745
985,0,0.07565855821139462
986,0,0.10176231183348361
987,0,0.15785662556840746
988,1,0.9378126137804287
989,0,0.3862366599616101
990,0,0.28451200993958
991,0,0.044963505843686594
992,1,0.9878161625144343
993,0,0.13087459103603205
994,0,0.12360955104615037
995,0,0.13962342277756823
996,0,0.4394360331750798
997,0,0.08452754993736544
998,0,0.08510720941851908
999,0,0.12360955104615037
1000,0,0.1022999003995855
1001,0,0.25250046645323454
1002,0,0.06881202005566568
1003,1,0.7173365910281227
1004,1,0.9865651517842761
1005,1,0.9581455257644771
1006,1,0.9916817460384931
1007,0,0.08717769866874886
1008,0,0.03756152674063618
1009,1,0.7485195597866122
1010,0,0.3009563675550201
1011,1,0.9840517863767344
1012,1,0.991847824301027
1013,0,0.12218099334148581
1014,1,0.9875325276879809
1015,0,0.06073245778806911
1016,0,0.12360955104615037
1017,1,0.6242508614510219
1018,0,0.15892900814309402
1019,1,0.924842926467222
1020,0,0.11572927285517375
1021,0,0.06411167569745509
1022,0,0.1578370902513251
1023,0,0.08583180668479293
1024,0,0.036581615885751
1025,0,0.04205517460164515
1026,0,0.07220528399608372
1027,0,0.1024781423329396
1028,0,0.12906296447249202
1029,0,0.09775617548342959
1030,0,0.05134349519591461
1031,0,0.04450786241708654
1032,0,0.013070019345420347
1033,1,0.9875354877991448
1034,0,0.06880142512456087
1035,0,0.08657010945200436
1036,0,0.1109055522253351
1037,0,0.16288280514146816
1038,0,0.11924242350579842
1039,0,0.05286115899634667
1040,0,0.08657010945200436
1041,0,0.08487082013114093
1042,1,0.9845209484897448
1043,0,0.058822714992069515
1044,0,0.030074408642642984
1045,1,0.9279178420348494
1046,0,0.03845209626861293
1047,0,0.0854996552161144
1048,1,0.9866651376328999
1049,0,0.31980653838105105
1050,0,0.2973668769232399
1051,1,0.8149132803179437
1052,1,0.9224919504042899
1053,1,0.8416401184462858
1054,1,0.9441313679974945
1055,0,0.03756152674063618
1056,0,0.0876446692490518
1057,1,0.6688430015978186
1058,0,0.16383939745747758
1059,0,0.058920982293107056
1060,1,0.9841286542547185
1061,0,0.16375313925496823
1062,0,0.05620887532884721
1063,1,0.5477925932962322
1064,0,0.09272963159142884
1065,0,0.11898038735668226
1066,0,0.054176278704232264
1067,1,0.987546423338796
1068,1,0.9881020192537309
1069,0,0.07089416805814978
1070,1,0.9865651517842761
1071,1,0.9769341721098427
1072,0,0.11007174337758395
1073,0,0.3009563675550201
1074,1,0.9869924613111616
1075,0,0.12360955104615037
1076,1,0.9633215282464047
1077,0,0.06881202005566568
1078,0,0.4560566255711682
1079,0,0.3896475266276428
1080,0,0.017822983260611682
1081,0,0.0876446692490518
1082,0,0.05416235465575832
1083,0,0.08657010945200436
1084,1,0.7916120132077611
1085,0,0.04498595159232447
1086,1,0.6804682774701158
1087,0,0.05238071476059847
1088,1,0.9611208175277662
1089,0,0.18567301464091346
1090,0,0.07061744415296142
1091,0,0.37539820884730324
1092,1,0.887330084987878
1093,1,0.9602025469217286
1094,0,0.06134893067863246
1095,1,0.991297256404136
1096,0,0.08530668190688362
1097,0,0.08657010945200436
1098,1,0.7912534059517436
1099,0,0.08530668190688362
1100,1,0.9850901292333649
1101,0,0.060879674591763404
1102,0,0.2683368801908161
1103,0,0.03756152674063618
1104,0,0.04945413826870837
1105,1,0.987334366343359
1106,0,0.2832078805080145
1107,0,0.13295777398976721
1108,1,0.7767341696550157
1109,0,0.29077774605086176
1110,1,0.9894130854117074
1111,0,0.07565855821139462
1112,1,0.9879268325042191
1113,0,0.05286115899634667
1114,1,0.9666351995125317
1115,0,0.15892900814309402
1116,1,0.987334366343359
1117,0,0.35472689692212156
1118,0,0.15892900814309402
1119,1,0.7239502892810926
1120,0,0.05947357194398984
1121,0,0.06912177567295778
1122,0,0.04934138766095851
1123,1,0.9830139370501618
1124,0,0.06492575805337093
1125,0,0.10960054112693424
1126,0,0.27238983392143806
1127,0,0.07983164898234997
1128,0,0.0542424362851902
1129,1,0.5690896872461976
1130,1,0.7429767433739067
1131,1,0.9894130854117074
1132,1,0.987334366343359
1133,1,0.9890123918847482
1134,0,0.14728511300683678
1135,0,0.058822714992069515
1136,0,0.08256883971784972
1137,0,0.1011705889234801
1138,0,0.4560566255711682
1139,0,0.0584157872926385
1140,1,0.9840517863767344
1141,0,0.12847006688512294
1142,1,0.9938918501597069
1143,0,0.17603471599938234
1144,0,0.46290387471749816
1145,0,0.07665801832399985
1146,0,0.053978770523125594
1147,0,0.05620887532884721
1148,0,0.12360955104615037
1149,0,0.07565855821139462
1150,1,0.6829573316084938
1151,0,0.1405891606178034
1152,0,0.044431966854244644
1153,0,0.08510720941851908
1154,1,0.9844597249698367
1155,1,0.9741622975687397
1156,0,0.11007174337758395
1157,0,0.058822714992069515
1158,0,0.03756152674063618
1159,0,0.05620887532884721
1160,0,0.0993385768214624
1161,0,0.07159066208615762
1162,0,0.07673847349511267
1163,0,0.12360955104615037
1164,1,0.9615662503512279
1165,1,0.887330084987878
1166,0,0.05633872772477697
1167,1,0.9888713196153217
1168,0,0.10403830609299296
1169,0,0.0688596969876205
1170,0,0.08286471691560605
1171,0,0.07061744415296142
1172,0,0.06155551037052923
1173,1,0.9619236281317333
1174,1,0.7239502892810926
1175,1,0.5735480534107646
1176,1,0.9500148477896461
1177,0,0.02178723666448294
1178,0,0.06073245778806911
1179,0,0.1442106733529603
1180,0,0.10044799931495481
1181,0,0.07565855821139462
1182,0,0.07133467283241511
1183,0,0.045922074438424554
1184,0,0.11898038735668226
1185,0,0.09494300827473201
1186,0,0.053978770523125594
1187,0,0.06670224357194163
1188,1,0.9945276882432369
1189,0,0.12534574336827106
1190,0,0.06682236045745998
1191,0,0.3147563882718795
1192,0,0.20134417260347626
1193,0,0.4522254677163599
1194,0,0.09146694276098168
1195,0,0.07665801832399985
1196,1,0.7239502892810926
1197,1,0.9713772408708233
1198,0,0.3569849876163124
1199,1,0.9612621608768641
1200,0,0.09589485752406382
1201,0,0.0447690129608187
1202,0,0.07159066208615762
1203,1,0.5793769604443232
1204,0,0.05620887532884721
1205,0,0.07207742076342803
1206,1,0.9894130854117074
1207,1,0.9180663661882114
1208,0,0.1001339918584473
1209,0,0.22982273812057205
1210,1,0.5757422875282535
1211,0,0.07569329013174773
1212,0,0.13962342277756823
1213,0,0.11397264230977894
1214,0,0.32323719865865386
1215,0,0.056872386694814175
1216,1,0.9875325276879809
1217,0,0.057945853996011064
1218,1,0.9864740744676253
1219,0,0.08008012238950493
1220,0,0.08142717322559778
1221,0,0.07061744415296142
1222,1,0.9885899397795586
1223,0,0.23701818833347882
1224,0,0.05633872772477697
1225,1,0.7661291218638656
1226,0,0.43518248671332366
1227,1,0.8714100654053186
1228,0,0.24834228329652563
1229,0,0.03164186531154634
1230,0,0.0930083409209193
1231,0,0.11898038735668226
1232,0,0.07278447625790516
1233,0,0.06794268727948476
1234,0,0.07438266969021283
1235,1,0.9955844490664527
1236,0,0.08061235563769305
1237,1,0.9444312784278591
1238,0,0.09775617548342959
1239,1,0.5388485905901694
1240,0,0.08515943995257742
1241,1,0.7766605567313704
1242,1,0.9908182698350569
1243,0,0.08530668190688362
1244,0,0.04945413826870837
1245,0,0.09354140652292645
1246,1,0.9755180144402126
1247,0,0.07871130818956683
1248,1,0.9933037498076149
1249,0,0.10960054112693424
1250,0,0.12360955104615037
1251,1,0.6559904410299684
1252,0,0.026074108914602087
1253,1,0.9859568481858294
1254,1,0.7766605567313704
1255,1,0.567029558651781
1256,1,0.9967354692246484
1257,0,0.03549149755380427
1258,0,0.08061235563769305
1259,0,0.025152762933573956
1260,1,0.9908182698350569
1261,0,0.3348849474078356
1262,0,0.09272963159142884
1263,1,0.9872466525090299
1264,0,0.015210103817731312
1265,0,0.12716806830821803
1266,1,0.9894130854117074
1267,1,0.9908182698350569
1268,0,0.07239767752832907
1269,0,0.07061744415296142
1270,0,0.05611751753314314
1271,0,0.38572513420158977
1272,0,0.12360955104615037
1273,0,0.11180555932511084
1274,0,0.2140560891572216
1275,1,0.5834479908584153
1276,0,0.10403830609299296
